,agentura,období,vyberte stranu,vážený průměr,party_average,size,model,agentura1
7207,Data Collect,týd 45/19,SPD,0.06639466572190644,SPD,1,6.6,vážený model
7208,Ipsos,týd 45/19,SPD,0.06639466572190644,SPD,1,6.6,vážený model
7209,Kantar,týd 45/19,SPD,0.06639466572190644,SPD,1,6.6,vážený model
7210,Median,týd 45/19,SPD,0.06639466572190644,SPD,1,6.6,vážený model
7211,STEM,týd 45/19,SPD,0.06639466572190644,SPD,1,6.6,vážený model
7212,CVVM,týd 46/19,SPD,0.06666798244294518,SPD,1,6.7,vážený model
7213,Data Collect,týd 46/19,SPD,0.06666798244294518,SPD,1,6.7,vážený model
7214,Ipsos,týd 46/19,SPD,0.06666798244294518,SPD,1,6.7,vážený model
7215,Kantar,týd 46/19,SPD,0.06666798244294518,SPD,1,6.7,vážený model
7216,Median,týd 46/19,SPD,0.06666798244294518,SPD,1,6.7,vážený model
7217,STEM,týd 46/19,SPD,0.06666798244294518,SPD,1,6.7,vážený model
7218,CVVM,týd 47/19,SPD,0.06663810747525689,SPD,1,6.7,vážený model
7219,Data Collect,týd 47/19,SPD,0.06663810747525689,SPD,1,6.7,vážený model
7220,Ipsos,týd 47/19,SPD,0.06663810747525689,SPD,1,6.7,vážený model
7221,Kantar,týd 47/19,SPD,0.06663810747525689,SPD,1,6.7,vážený model
7222,Median,týd 47/19,SPD,0.06663810747525689,SPD,1,6.7,vážený model
7223,STEM,týd 47/19,SPD,0.06663810747525689,SPD,1,6.7,vážený model
7224,CVVM,týd 48/19,SPD,0.06587216704454703,SPD,1,6.6,vážený model
7225,Data Collect,týd 48/19,SPD,0.06587216704454703,SPD,1,6.6,vážený model
7226,Ipsos,týd 48/19,SPD,0.06587216704454703,SPD,1,6.6,vážený model
7227,Kantar,týd 48/19,SPD,0.06587216704454703,SPD,1,6.6,vážený model
7228,Median,týd 48/19,SPD,0.06587216704454703,SPD,1,6.6,vážený model
7229,STEM,týd 48/19,SPD,0.06587216704454703,SPD,1,6.6,vážený model
7230,CVVM,týd 49/19,SPD,0.0651042183245622,SPD,1,6.5,vážený model
7231,Data Collect,týd 49/19,SPD,0.0651042183245622,SPD,1,6.5,vážený model
7232,Ipsos,týd 49/19,SPD,0.0651042183245622,SPD,1,6.5,vážený model
7233,Kantar,týd 49/19,SPD,0.0651042183245622,SPD,1,6.5,vážený model
7234,Median,týd 49/19,SPD,0.0651042183245622,SPD,1,6.5,vážený model
7235,STEM,týd 49/19,SPD,0.0651042183245622,SPD,1,6.5,vážený model
7236,CVVM,týd 50/19,SPD,0.06496832404861523,SPD,1,6.5,vážený model
7237,Data Collect,týd 50/19,SPD,0.06496832404861523,SPD,1,6.5,vážený model
7238,Ipsos,týd 50/19,SPD,0.06496832404861523,SPD,1,6.5,vážený model
7239,Kantar,týd 50/19,SPD,0.06496832404861523,SPD,1,6.5,vážený model
7240,Median,týd 50/19,SPD,0.06496832404861523,SPD,1,6.5,vážený model
7241,STEM,týd 50/19,SPD,0.06496832404861523,SPD,1,6.5,vážený model
7242,CVVM,týd 51/19,SPD,0.06481588608613262,SPD,1,6.5,vážený model
7243,Data Collect,týd 51/19,SPD,0.06481588608613262,SPD,1,6.5,vážený model
7244,Ipsos,týd 51/19,SPD,0.06481588608613262,SPD,1,6.5,vážený model
7245,Kantar,týd 51/19,SPD,0.06481588608613262,SPD,1,6.5,vážený model
7246,Median,týd 51/19,SPD,0.06481588608613262,SPD,1,6.5,vážený model
7247,STEM,týd 51/19,SPD,0.06481588608613262,SPD,1,6.5,vážený model
7248,CVVM,týd 52/19,SPD,0.06465284933436308,SPD,1,6.5,vážený model
7249,Data Collect,týd 52/19,SPD,0.06465284933436308,SPD,1,6.5,vážený model
7250,Ipsos,týd 52/19,SPD,0.06465284933436308,SPD,1,6.5,vážený model
7251,Kantar,týd 52/19,SPD,0.06465284933436308,SPD,1,6.5,vážený model
7252,Median,týd 52/19,SPD,0.06465284933436308,SPD,1,6.5,vážený model
7253,STEM,týd 52/19,SPD,0.06465284933436308,SPD,1,6.5,vážený model
7254,CVVM,týd 01/20,SPD,0.06448712926083654,SPD,1,6.4,vážený model
7255,Data Collect,týd 01/20,SPD,0.06448712926083654,SPD,1,6.4,vážený model
7256,Ipsos,týd 01/20,SPD,0.06448712926083654,SPD,1,6.4,vážený model
7257,Kantar,týd 01/20,SPD,0.06448712926083654,SPD,1,6.4,vážený model
7258,Median,týd 01/20,SPD,0.06448712926083654,SPD,1,6.4,vážený model
7259,STEM,týd 01/20,SPD,0.06448712926083654,SPD,1,6.4,vážený model
7260,CVVM,týd 02/20,SPD,0.06432717072680848,SPD,1,6.4,vážený model
7261,Data Collect,týd 02/20,SPD,0.06432717072680848,SPD,1,6.4,vážený model
7262,Ipsos,týd 02/20,SPD,0.06432717072680848,SPD,1,6.4,vážený model
7263,Kantar,týd 02/20,SPD,0.06432717072680848,SPD,1,6.4,vážený model
7264,Median,týd 02/20,SPD,0.06432717072680848,SPD,1,6.4,vážený model
7265,STEM,týd 02/20,SPD,0.06432717072680848,SPD,1,6.4,vážený model
7266,CVVM,týd 03/20,SPD,0.0641802970393092,SPD,1,6.4,vážený model
7267,Data Collect,týd 03/20,SPD,0.0641802970393092,SPD,1,6.4,vážený model
7268,Ipsos,týd 03/20,SPD,0.0641802970393092,SPD,1,6.4,vážený model
7269,Kantar,týd 03/20,SPD,0.0641802970393092,SPD,1,6.4,vážený model
7270,Median,týd 03/20,SPD,0.0641802970393092,SPD,1,6.4,vážený model
7271,STEM,týd 03/20,SPD,0.0641802970393092,SPD,1,6.4,vážený model
7272,CVVM,týd 04/20,SPD,0.06483594008693373,SPD,1,6.5,vážený model
7273,Data Collect,týd 04/20,SPD,0.06483594008693373,SPD,1,6.5,vážený model
7274,Ipsos,týd 04/20,SPD,0.06483594008693373,SPD,1,6.5,vážený model
7275,Kantar,týd 04/20,SPD,0.06483594008693373,SPD,1,6.5,vážený model
7276,Median,týd 04/20,SPD,0.06483594008693373,SPD,1,6.5,vážený model
7277,STEM,týd 04/20,SPD,0.06483594008693373,SPD,1,6.5,vážený model
7278,CVVM,týd 05/20,SPD,0.06482029179803105,SPD,1,6.5,vážený model
7279,Data Collect,týd 05/20,SPD,0.06482029179803105,SPD,1,6.5,vážený model
7280,Ipsos,týd 05/20,SPD,0.06482029179803105,SPD,1,6.5,vážený model
7281,Kantar,týd 05/20,SPD,0.06482029179803105,SPD,1,6.5,vážený model
7282,Median,týd 05/20,SPD,0.06482029179803105,SPD,1,6.5,vážený model
7283,STEM,týd 05/20,SPD,0.06482029179803105,SPD,1,6.5,vážený model
7284,CVVM,týd 06/20,SPD,0.0641797285205168,SPD,1,6.4,vážený model
7285,Data Collect,týd 06/20,SPD,0.0641797285205168,SPD,1,6.4,vážený model
7286,Ipsos,týd 06/20,SPD,0.0641797285205168,SPD,1,6.4,vážený model
7287,Kantar,týd 06/20,SPD,0.0641797285205168,SPD,1,6.4,vážený model
7288,Median,týd 06/20,SPD,0.0641797285205168,SPD,1,6.4,vážený model
7289,STEM,týd 06/20,SPD,0.0641797285205168,SPD,1,6.4,vážený model
7290,CVVM,týd 07/20,SPD,0.06398898066308875,SPD,1,6.4,vážený model
7291,Data Collect,týd 07/20,SPD,0.06398898066308875,SPD,1,6.4,vážený model
7292,Ipsos,týd 07/20,SPD,0.06398898066308875,SPD,1,6.4,vážený model
7293,Kantar,týd 07/20,SPD,0.06398898066308875,SPD,1,6.4,vážený model
7294,Median,týd 07/20,SPD,0.06398898066308875,SPD,1,6.4,vážený model
7295,STEM,týd 07/20,SPD,0.06398898066308875,SPD,1,6.4,vážený model
7296,CVVM,týd 08/20,SPD,0.06386436595166842,SPD,1,6.4,vážený model
7297,Data Collect,týd 08/20,SPD,0.06386436595166842,SPD,1,6.4,vážený model
7298,Ipsos,týd 08/20,SPD,0.06386436595166842,SPD,1,6.4,vážený model
7299,Kantar,týd 08/20,SPD,0.06386436595166842,SPD,1,6.4,vážený model
7300,Median,týd 08/20,SPD,0.06386436595166842,SPD,1,6.4,vážený model
7301,STEM,týd 08/20,SPD,0.06386436595166842,SPD,1,6.4,vážený model
7302,CVVM,týd 09/20,SPD,0.06369515897340142,SPD,1,6.4,vážený model
7303,Data Collect,týd 09/20,SPD,0.06369515897340142,SPD,1,6.4,vážený model
7304,Ipsos,týd 09/20,SPD,0.06369515897340142,SPD,1,6.4,vážený model
7305,Kantar,týd 09/20,SPD,0.06369515897340142,SPD,1,6.4,vážený model
7306,Median,týd 09/20,SPD,0.06369515897340142,SPD,1,6.4,vážený model
7307,STEM,týd 09/20,SPD,0.06369515897340142,SPD,1,6.4,vážený model
7308,CVVM,týd 10/20,SPD,0.06352275727965395,SPD,1,6.4,vážený model
7309,Data Collect,týd 10/20,SPD,0.06352275727965395,SPD,1,6.4,vážený model
7310,Ipsos,týd 10/20,SPD,0.06352275727965395,SPD,1,6.4,vážený model
7311,Kantar,týd 10/20,SPD,0.06352275727965395,SPD,1,6.4,vážený model
7312,Median,týd 10/20,SPD,0.06352275727965395,SPD,1,6.4,vážený model
7313,STEM,týd 10/20,SPD,0.06352275727965395,SPD,1,6.4,vážený model
7314,CVVM,týd 11/20,SPD,0.06385584462070969,SPD,1,6.4,vážený model
7315,Data Collect,týd 11/20,SPD,0.06385584462070969,SPD,1,6.4,vážený model
7316,Ipsos,týd 11/20,SPD,0.06385584462070969,SPD,1,6.4,vážený model
7317,Kantar,týd 11/20,SPD,0.06385584462070969,SPD,1,6.4,vážený model
7318,Median,týd 11/20,SPD,0.06385584462070969,SPD,1,6.4,vážený model
7319,STEM,týd 11/20,SPD,0.06385584462070969,SPD,1,6.4,vážený model
7320,CVVM,týd 12/20,SPD,0.06371612476387312,SPD,1,6.4,vážený model
7321,Data Collect,týd 12/20,SPD,0.06371612476387312,SPD,1,6.4,vážený model
7322,Ipsos,týd 12/20,SPD,0.06371612476387312,SPD,1,6.4,vážený model
7323,Kantar,týd 12/20,SPD,0.06371612476387312,SPD,1,6.4,vážený model
7324,Median,týd 12/20,SPD,0.06371612476387312,SPD,1,6.4,vážený model
7325,STEM,týd 12/20,SPD,0.06371612476387312,SPD,1,6.4,vážený model
7326,CVVM,týd 13/20,SPD,0.06394774499220202,SPD,1,6.4,vážený model
7327,Data Collect,týd 13/20,SPD,0.06394774499220202,SPD,1,6.4,vážený model
7328,Ipsos,týd 13/20,SPD,0.06394774499220202,SPD,1,6.4,vážený model
7329,Kantar,týd 13/20,SPD,0.06394774499220202,SPD,1,6.4,vážený model
7330,Median,týd 13/20,SPD,0.06394774499220202,SPD,1,6.4,vážený model
7331,STEM,týd 13/20,SPD,0.06394774499220202,SPD,1,6.4,vážený model
7332,CVVM,týd 14/20,SPD,0.0642241242141246,SPD,1,6.4,vážený model
7333,Data Collect,týd 14/20,SPD,0.0642241242141246,SPD,1,6.4,vážený model
7334,Ipsos,týd 14/20,SPD,0.0642241242141246,SPD,1,6.4,vážený model
7335,Kantar,týd 14/20,SPD,0.0642241242141246,SPD,1,6.4,vážený model
7336,Median,týd 14/20,SPD,0.0642241242141246,SPD,1,6.4,vážený model
7337,STEM,týd 14/20,SPD,0.0642241242141246,SPD,1,6.4,vážený model
7338,CVVM,týd 15/20,SPD,0.0645411065823243,SPD,1,6.5,vážený model
7339,Data Collect,týd 15/20,SPD,0.0645411065823243,SPD,1,6.5,vážený model
7340,Ipsos,týd 15/20,SPD,0.0645411065823243,SPD,1,6.5,vážený model
7341,Kantar,týd 15/20,SPD,0.0645411065823243,SPD,1,6.5,vážený model
7342,Median,týd 15/20,SPD,0.0645411065823243,SPD,1,6.5,vážený model
7343,STEM,týd 15/20,SPD,0.0645411065823243,SPD,1,6.5,vážený model
7344,CVVM,týd 16/20,SPD,0.0648885589706138,SPD,1,6.5,vážený model
7345,Data Collect,týd 16/20,SPD,0.0648885589706138,SPD,1,6.5,vážený model
7346,Ipsos,týd 16/20,SPD,0.0648885589706138,SPD,1,6.5,vážený model
7347,Kantar,týd 16/20,SPD,0.0648885589706138,SPD,1,6.5,vážený model
7348,Median,týd 16/20,SPD,0.0648885589706138,SPD,1,6.5,vážený model
7349,STEM,týd 16/20,SPD,0.0648885589706138,SPD,1,6.5,vážený model
7350,CVVM,týd 17/20,SPD,0.06521050245585037,SPD,1,6.5,vážený model
7351,Data Collect,týd 17/20,SPD,0.06521050245585037,SPD,1,6.5,vážený model
7352,Ipsos,týd 17/20,SPD,0.06521050245585037,SPD,1,6.5,vážený model
7353,Kantar,týd 17/20,SPD,0.06521050245585037,SPD,1,6.5,vážený model
7354,Median,týd 17/20,SPD,0.06521050245585037,SPD,1,6.5,vážený model
7355,STEM,týd 17/20,SPD,0.06521050245585037,SPD,1,6.5,vážený model
7356,CVVM,týd 18/20,SPD,0.06529564555750941,SPD,1,6.5,vážený model
7357,Data Collect,týd 18/20,SPD,0.06529564555750941,SPD,1,6.5,vážený model
7358,Ipsos,týd 18/20,SPD,0.06529564555750941,SPD,1,6.5,vážený model
7359,Kantar,týd 18/20,SPD,0.06529564555750941,SPD,1,6.5,vážený model
7360,Median,týd 18/20,SPD,0.06529564555750941,SPD,1,6.5,vážený model
7361,STEM,týd 18/20,SPD,0.06529564555750941,SPD,1,6.5,vážený model
7362,CVVM,týd 19/20,SPD,0.06538612990677127,SPD,1,6.5,vážený model
7363,Data Collect,týd 19/20,SPD,0.06538612990677127,SPD,1,6.5,vážený model
7364,Ipsos,týd 19/20,SPD,0.06538612990677127,SPD,1,6.5,vážený model
7365,Kantar,týd 19/20,SPD,0.06538612990677127,SPD,1,6.5,vážený model
7366,Median,týd 19/20,SPD,0.06538612990677127,SPD,1,6.5,vážený model
7367,STEM,týd 19/20,SPD,0.06538612990677127,SPD,1,6.5,vážený model
7368,CVVM,týd 20/20,SPD,0.06547749648921919,SPD,1,6.5,vážený model
7369,Data Collect,týd 20/20,SPD,0.06547749648921919,SPD,1,6.5,vážený model
7370,Ipsos,týd 20/20,SPD,0.06547749648921919,SPD,1,6.5,vážený model
7371,Kantar,týd 20/20,SPD,0.06547749648921919,SPD,1,6.5,vážený model
7372,Median,týd 20/20,SPD,0.06547749648921919,SPD,1,6.5,vážený model
7373,STEM,týd 20/20,SPD,0.06547749648921919,SPD,1,6.5,vážený model
7374,CVVM,týd 21/20,SPD,0.06556511182921004,SPD,1,6.6,vážený model
7375,Data Collect,týd 21/20,SPD,0.06556511182921004,SPD,1,6.6,vážený model
7376,Ipsos,týd 21/20,SPD,0.06556511182921004,SPD,1,6.6,vážený model
7377,Kantar,týd 21/20,SPD,0.06556511182921004,SPD,1,6.6,vážený model
7378,Median,týd 21/20,SPD,0.06556511182921004,SPD,1,6.6,vážený model
7379,STEM,týd 21/20,SPD,0.06556511182921004,SPD,1,6.6,vážený model
7380,CVVM,týd 22/20,SPD,0.06553071905348465,SPD,1,6.6,vážený model
7381,Data Collect,týd 22/20,SPD,0.06553071905348465,SPD,1,6.6,vážený model
7382,Ipsos,týd 22/20,SPD,0.06553071905348465,SPD,1,6.6,vážený model
7383,Kantar,týd 22/20,SPD,0.06553071905348465,SPD,1,6.6,vážený model
7384,Median,týd 22/20,SPD,0.06553071905348465,SPD,1,6.6,vážený model
7385,STEM,týd 22/20,SPD,0.06553071905348465,SPD,1,6.6,vážený model
7386,CVVM,týd 23/20,SPD,0.06477233493338165,SPD,1,6.5,vážený model
7387,Data Collect,týd 23/20,SPD,0.06477233493338165,SPD,1,6.5,vážený model
7388,Ipsos,týd 23/20,SPD,0.06477233493338165,SPD,1,6.5,vážený model
7389,Kantar,týd 23/20,SPD,0.06477233493338165,SPD,1,6.5,vážený model
7390,Median,týd 23/20,SPD,0.06477233493338165,SPD,1,6.5,vážený model
7391,STEM,týd 23/20,SPD,0.06477233493338165,SPD,1,6.5,vážený model
7392,CVVM,týd 24/20,SPD,0.06398040094863594,SPD,1,6.4,vážený model
7393,Data Collect,týd 24/20,SPD,0.06398040094863594,SPD,1,6.4,vážený model
7394,Ipsos,týd 24/20,SPD,0.06398040094863594,SPD,1,6.4,vážený model
7395,Kantar,týd 24/20,SPD,0.06398040094863594,SPD,1,6.4,vážený model
7396,Median,týd 24/20,SPD,0.06398040094863594,SPD,1,6.4,vážený model
7397,STEM,týd 24/20,SPD,0.06398040094863594,SPD,1,6.4,vážený model
7398,CVVM,týd 25/20,SPD,0.06319502518659266,SPD,1,6.3,vážený model
7399,Data Collect,týd 25/20,SPD,0.06319502518659266,SPD,1,6.3,vážený model
7400,Ipsos,týd 25/20,SPD,0.06319502518659266,SPD,1,6.3,vážený model
7401,Kantar,týd 25/20,SPD,0.06319502518659266,SPD,1,6.3,vážený model
7402,Median,týd 25/20,SPD,0.06319502518659266,SPD,1,6.3,vážený model
7403,STEM,týd 25/20,SPD,0.06319502518659266,SPD,1,6.3,vážený model
7404,CVVM,týd 26/20,SPD,0.06251670388909183,SPD,1,6.3,vážený model
7405,Data Collect,týd 26/20,SPD,0.06251670388909183,SPD,1,6.3,vážený model
7406,Ipsos,týd 26/20,SPD,0.06251670388909183,SPD,1,6.3,vážený model
7407,Kantar,týd 26/20,SPD,0.06251670388909183,SPD,1,6.3,vážený model
7408,Median,týd 26/20,SPD,0.06251670388909183,SPD,1,6.3,vážený model
7409,STEM,týd 26/20,SPD,0.06251670388909183,SPD,1,6.3,vážený model
7410,CVVM,týd 27/20,SPD,0.06339169356221162,SPD,1,6.3,vážený model
7411,Data Collect,týd 27/20,SPD,0.06339169356221162,SPD,1,6.3,vážený model
7412,Ipsos,týd 27/20,SPD,0.06339169356221162,SPD,1,6.3,vážený model
7413,Kantar,týd 27/20,SPD,0.06339169356221162,SPD,1,6.3,vážený model
7414,Median,týd 27/20,SPD,0.06339169356221162,SPD,1,6.3,vážený model
7415,STEM,týd 27/20,SPD,0.06339169356221162,SPD,1,6.3,vážený model
7416,CVVM,týd 28/20,SPD,0.06453188998456955,SPD,1,6.5,vážený model
7417,Data Collect,týd 28/20,SPD,0.06453188998456955,SPD,1,6.5,vážený model
7418,Ipsos,týd 28/20,SPD,0.06453188998456955,SPD,1,6.5,vážený model
7419,Kantar,týd 28/20,SPD,0.06453188998456955,SPD,1,6.5,vážený model
7420,Median,týd 28/20,SPD,0.06453188998456955,SPD,1,6.5,vážený model
7421,STEM,týd 28/20,SPD,0.06453188998456955,SPD,1,6.5,vážený model
7422,CVVM,týd 29/20,SPD,0.06569805661067782,SPD,1,6.6,vážený model
7423,Data Collect,týd 29/20,SPD,0.06569805661067782,SPD,1,6.6,vážený model
7424,Ipsos,týd 29/20,SPD,0.06569805661067782,SPD,1,6.6,vážený model
7425,Kantar,týd 29/20,SPD,0.06569805661067782,SPD,1,6.6,vážený model
7426,Median,týd 29/20,SPD,0.06569805661067782,SPD,1,6.6,vážený model
7427,STEM,týd 29/20,SPD,0.06569805661067782,SPD,1,6.6,vážený model
7428,CVVM,týd 30/20,SPD,0.06683063215359758,SPD,1,6.7,vážený model
7429,Data Collect,týd 30/20,SPD,0.06683063215359758,SPD,1,6.7,vážený model
7430,Ipsos,týd 30/20,SPD,0.06683063215359758,SPD,1,6.7,vážený model
7431,Kantar,týd 30/20,SPD,0.06683063215359758,SPD,1,6.7,vážený model
7432,Median,týd 30/20,SPD,0.06683063215359758,SPD,1,6.7,vážený model
7433,STEM,týd 30/20,SPD,0.06683063215359758,SPD,1,6.7,vážený model
7434,CVVM,týd 31/20,SPD,0.0683547457367504,SPD,1,6.8,vážený model
7435,Data Collect,týd 31/20,SPD,0.0683547457367504,SPD,1,6.8,vážený model
7436,Ipsos,týd 31/20,SPD,0.0683547457367504,SPD,1,6.8,vážený model
7437,Kantar,týd 31/20,SPD,0.0683547457367504,SPD,1,6.8,vážený model
7438,Median,týd 31/20,SPD,0.0683547457367504,SPD,1,6.8,vážený model
7439,STEM,týd 31/20,SPD,0.0683547457367504,SPD,1,6.8,vážený model
7440,CVVM,týd 32/20,SPD,0.0698604744729429,SPD,1,7.0,vážený model
7441,Data Collect,týd 32/20,SPD,0.0698604744729429,SPD,1,7.0,vážený model
7442,Ipsos,týd 32/20,SPD,0.0698604744729429,SPD,1,7.0,vážený model
7443,Kantar,týd 32/20,SPD,0.0698604744729429,SPD,1,7.0,vážený model
7444,Median,týd 32/20,SPD,0.0698604744729429,SPD,1,7.0,vážený model
7445,STEM,týd 32/20,SPD,0.0698604744729429,SPD,1,7.0,vážený model
7446,CVVM,týd 33/20,SPD,0.071273999242296,SPD,1,7.1,vážený model
7447,Data Collect,týd 33/20,SPD,0.071273999242296,SPD,1,7.1,vážený model
7448,Ipsos,týd 33/20,SPD,0.071273999242296,SPD,1,7.1,vážený model
7449,Kantar,týd 33/20,SPD,0.071273999242296,SPD,1,7.1,vážený model
7450,Median,týd 33/20,SPD,0.071273999242296,SPD,1,7.1,vážený model
7451,STEM,týd 33/20,SPD,0.071273999242296,SPD,1,7.1,vážený model
7452,CVVM,týd 34/20,SPD,0.07242112093818585,SPD,1,7.2,vážený model
7453,Data Collect,týd 34/20,SPD,0.07242112093818585,SPD,1,7.2,vážený model
7454,Ipsos,týd 34/20,SPD,0.07242112093818585,SPD,1,7.2,vážený model
7455,Kantar,týd 34/20,SPD,0.07242112093818585,SPD,1,7.2,vážený model
7456,Median,týd 34/20,SPD,0.07242112093818585,SPD,1,7.2,vážený model
7457,STEM,týd 34/20,SPD,0.07242112093818585,SPD,1,7.2,vážený model
7458,CVVM,týd 35/20,SPD,0.07348376606024545,SPD,1,7.3,vážený model
7459,Data Collect,týd 35/20,SPD,0.07348376606024545,SPD,1,7.3,vážený model
7460,Ipsos,týd 35/20,SPD,0.07348376606024545,SPD,1,7.3,vážený model
7461,Kantar,týd 35/20,SPD,0.07348376606024545,SPD,1,7.3,vážený model
7462,Median,týd 35/20,SPD,0.07348376606024545,SPD,1,7.3,vážený model
7463,STEM,týd 35/20,SPD,0.07348376606024545,SPD,1,7.3,vážený model
7464,CVVM,týd 36/20,SPD,0.07440596773674914,SPD,1,7.4,vážený model
7465,Data Collect,týd 36/20,SPD,0.07440596773674914,SPD,1,7.4,vážený model
7466,Ipsos,týd 36/20,SPD,0.07440596773674914,SPD,1,7.4,vážený model
7467,Kantar,týd 36/20,SPD,0.07440596773674914,SPD,1,7.4,vážený model
7468,Median,týd 36/20,SPD,0.07440596773674914,SPD,1,7.4,vážený model
7469,STEM,týd 36/20,SPD,0.07440596773674914,SPD,1,7.4,vážený model
7470,CVVM,týd 37/20,SPD,0.07463968779390176,SPD,1,7.5,vážený model
7471,Data Collect,týd 37/20,SPD,0.07463968779390176,SPD,1,7.5,vážený model
7472,Ipsos,týd 37/20,SPD,0.07463968779390176,SPD,1,7.5,vážený model
7473,Kantar,týd 37/20,SPD,0.07463968779390176,SPD,1,7.5,vážený model
7474,Median,týd 37/20,SPD,0.07463968779390176,SPD,1,7.5,vážený model
7475,STEM,týd 37/20,SPD,0.07463968779390176,SPD,1,7.5,vážený model
7476,CVVM,týd 38/20,SPD,0.07567879667217624,SPD,1,7.6,vážený model
7477,Data Collect,týd 38/20,SPD,0.07567879667217624,SPD,1,7.6,vážený model
7478,Ipsos,týd 38/20,SPD,0.07567879667217624,SPD,1,7.6,vážený model
7479,Kantar,týd 38/20,SPD,0.07567879667217624,SPD,1,7.6,vážený model
7480,Median,týd 38/20,SPD,0.07567879667217624,SPD,1,7.6,vážený model
7481,STEM,týd 38/20,SPD,0.07567879667217624,SPD,1,7.6,vážený model
7482,CVVM,týd 39/20,SPD,0.07722057490039325,SPD,1,7.7,vážený model
7483,Data Collect,týd 39/20,SPD,0.07722057490039325,SPD,1,7.7,vážený model
7484,Ipsos,týd 39/20,SPD,0.07722057490039325,SPD,1,7.7,vážený model
7485,Kantar,týd 39/20,SPD,0.07722057490039325,SPD,1,7.7,vážený model
7486,Median,týd 39/20,SPD,0.07722057490039325,SPD,1,7.7,vážený model
7487,STEM,týd 39/20,SPD,0.07722057490039325,SPD,1,7.7,vážený model
7488,CVVM,týd 40/20,SPD,0.0787580187794957,SPD,1,7.9,vážený model
7489,Data Collect,týd 40/20,SPD,0.0787580187794957,SPD,1,7.9,vážený model
7490,Ipsos,týd 40/20,SPD,0.0787580187794957,SPD,1,7.9,vážený model
7491,Kantar,týd 40/20,SPD,0.0787580187794957,SPD,1,7.9,vážený model
7492,Median,týd 40/20,SPD,0.0787580187794957,SPD,1,7.9,vážený model
7493,STEM,týd 40/20,SPD,0.0787580187794957,SPD,1,7.9,vážený model
7494,CVVM,týd 41/20,SPD,0.08025555325838762,SPD,1,8.0,vážený model
7495,Data Collect,týd 41/20,SPD,0.08025555325838762,SPD,1,8.0,vážený model
7496,Ipsos,týd 41/20,SPD,0.08025555325838762,SPD,1,8.0,vážený model
7497,Kantar,týd 41/20,SPD,0.08025555325838762,SPD,1,8.0,vážený model
7498,Median,týd 41/20,SPD,0.08025555325838762,SPD,1,8.0,vážený model
7499,STEM,týd 41/20,SPD,0.08025555325838762,SPD,1,8.0,vážený model
7500,CVVM,týd 42/20,SPD,0.08175851957427513,SPD,1,8.2,vážený model
7501,Data Collect,týd 42/20,SPD,0.08175851957427513,SPD,1,8.2,vážený model
7502,Ipsos,týd 42/20,SPD,0.08175851957427513,SPD,1,8.2,vážený model
7503,Kantar,týd 42/20,SPD,0.08175851957427513,SPD,1,8.2,vážený model
7504,Median,týd 42/20,SPD,0.08175851957427513,SPD,1,8.2,vážený model
7505,STEM,týd 42/20,SPD,0.08175851957427513,SPD,1,8.2,vážený model
7506,CVVM,týd 43/20,SPD,0.08362938361699455,SPD,1,8.4,vážený model
7507,Data Collect,týd 43/20,SPD,0.08362938361699455,SPD,1,8.4,vážený model
7508,Ipsos,týd 43/20,SPD,0.08362938361699455,SPD,1,8.4,vážený model
7509,Kantar,týd 43/20,SPD,0.08362938361699455,SPD,1,8.4,vážený model
7510,Median,týd 43/20,SPD,0.08362938361699455,SPD,1,8.4,vážený model
7511,STEM,týd 43/20,SPD,0.08362938361699455,SPD,1,8.4,vážený model
7512,CVVM,týd 44/20,SPD,0.08547522344964736,SPD,1,8.5,vážený model
7513,Data Collect,týd 44/20,SPD,0.08547522344964736,SPD,1,8.5,vážený model
7514,Ipsos,týd 44/20,SPD,0.08547522344964736,SPD,1,8.5,vážený model
7515,Kantar,týd 44/20,SPD,0.08547522344964736,SPD,1,8.5,vážený model
7516,Median,týd 44/20,SPD,0.08547522344964736,SPD,1,8.5,vážený model
7517,STEM,týd 44/20,SPD,0.08547522344964736,SPD,1,8.5,vážený model
7518,CVVM,týd 45/20,SPD,0.08713607662165218,SPD,1,8.7,vážený model
7519,Data Collect,týd 45/20,SPD,0.08713607662165218,SPD,1,8.7,vážený model
7520,Ipsos,týd 45/20,SPD,0.08713607662165218,SPD,1,8.7,vážený model
7521,Kantar,týd 45/20,SPD,0.08713607662165218,SPD,1,8.7,vážený model
7522,Median,týd 45/20,SPD,0.08713607662165218,SPD,1,8.7,vážený model
7523,STEM,týd 45/20,SPD,0.08713607662165218,SPD,1,8.7,vážený model
7524,CVVM,týd 46/20,SPD,0.08880865826458208,SPD,1,8.9,vážený model
7525,Data Collect,týd 46/20,SPD,0.08880865826458208,SPD,1,8.9,vážený model
7526,Ipsos,týd 46/20,SPD,0.08880865826458208,SPD,1,8.9,vážený model
7527,Kantar,týd 46/20,SPD,0.08880865826458208,SPD,1,8.9,vážený model
7528,Median,týd 46/20,SPD,0.08880865826458208,SPD,1,8.9,vážený model
7529,STEM,týd 46/20,SPD,0.08880865826458208,SPD,1,8.9,vážený model
7530,CVVM,týd 47/20,SPD,0.09057303456446873,SPD,1,9.1,vážený model
7531,Data Collect,týd 47/20,SPD,0.09057303456446873,SPD,1,9.1,vážený model
7532,Ipsos,týd 47/20,SPD,0.09057303456446873,SPD,1,9.1,vážený model
